anio;provincia;provincia_id;partido_departamento;partido_departamento_id;chivos;cabras;cabritos;capones;cabrillas_chivitos;total_caprinos
2017;Chaco;22;General Guemes;063;475;114234;30073;91;18007;218914
2018;Chaco;22;General Guemes;063;47356;115602;38183;10559;1945;23115
2019;Chaco;22;General Guemes;063;479;11832;39125;10447;2051;236302
2008;Chaco;22;Independencia;070;1723;1356;471;;;355
2009;Chaco;22;Independencia;070;1314;2045;418;;;3777
2010;Chaco;22;Independencia;070;927;2236;564;;91;3818
2011;Chaco;22;Independencia;070;619;2091;229;18;221;3178
2012;Chaco;22;Independencia;070;492;2094;508;104;20;3218
2013;Chaco;22;Independencia;070;526;2673;633;139;287;4258
2014;Chaco;22;Independencia;070;493;2803;633;139;384;4452
2015;Chaco;22;Independencia;070;524;3142;670;145;383;4864
2016;Chaco;22;Independencia;070;532;3321;670;145;513;5181
2017;Chaco;22;Independencia;070;515;3346;666;145;488;516
2018;Chaco;22;Independencia;070;555;3412;704;145;491;5307
2019;Chaco;22;Independencia;070;559;3495;744;145;501;5444
2008;Chaco;22;Libertad;077;498;375;208;;;1081
2009;Chaco;22;Libertad;077;332;249;110;;;691
2010;Chaco;22;Libertad;077;425;560;268;;;1253
2011;Chaco;22;Libertad;077;421;638;344;;;1403
2012;Chaco;22;Libertad;077;355;870;431;;;1656
2013;Chaco;22;Libertad;077;343;1284;489;;1;2117
2014;Chaco;22;Libertad;077;347;1319;486;;1;2153
2015;Chaco;22;Libertad;077;284;1582;627;;7;25
2016;Chaco;22;Libertad;077;286;1629;640;;7;2562
2017;Chaco;22;Libertad;077;296;1747;714;;7;2764
2018;Chaco;22;Libertad;077;303;1714;721;;8;2746
2019;Chaco;22;Libertad;077;307;1739;703;;36;2785
2008;Chaco;22;Libertador General San Martin;084;4871;10355;944;;;1617
2009;Chaco;22;Libertador General San Martin;084;2722;11788;1391;;58;15959
2010;Chaco;22;Libertador General San Martin;084;3371;13242;1544;81;183;18421
2011;Chaco;22;Libertador General San Martin;084;3852;14125;1887;;166;2003
2012;Chaco;22;Libertador General San Martin;084;4284;17101;2173;47;614;24219
2013;Chaco;22;Libertador General San Martin;084;2998;21717;2954;101;3664;31434
2014;Chaco;22;Libertador General San Martin;084;2824;23938;356;116;6218;36656
2015;Chaco;22;Libertador General San Martin;084;2902;25855;3819;212;6945;39733
2016;Chaco;22;Libertador General San Martin;084;2744;25697;406;353;7628;40482
2017;Chaco;22;Libertador General San Martin;084;2941;25466;4084;346;7928;40765
2018;Chaco;22;Libertador General San Martin;084;3023;25146;3974;334;79;40377
2019;Chaco;22;Libertador General San Martin;084;3187;25191;3955;339;817;40842
2008;Chaco;22;Maipu;091;14723;352;318;;;15393
2009;Chaco;22;Maipu;091;134;755;677;;;14832
2010;Chaco;22;Maipu;091;12646;1114;1082;110;100;15052
2011;Chaco;22;Maipu;091;9174;1452;1112;233;265;12236
2012;Chaco;22;Maipu;091;7194;1845;1676;409;702;11826
2013;Chaco;22;Maipu;091;6571;5779;3023;423;728;16524
2014;Chaco;22;Maipu;091;6622;6046;362;444;668;174
2015;Chaco;22;Maipu;091;617;7041;3649;459;713;18032
2016;Chaco;22;Maipu;091;6244;7043;3658;460;640;18045
2017;Chaco;22;Maipu;091;6538;7072;3663;461;649;18383
2018;Chaco;22;Maipu;091;488;9341;3547;444;658;1887
2019;Chaco;22;Maipu;091;4334;9397;3803;490;755;18779
2008;Chaco;22;Mayor Luis J Fontana;098;3028;1304;5552;;;2162
2009;Chaco;22;Mayor Luis J Fontana;098;2488;1159;5207;1;;19286
2010;Chaco;22;Mayor Luis J Fontana;098;3068;12659;5398;312;;21437
2011;Chaco;22;Mayor Luis J Fontana;098;2953;13086;6398;;;22437
2012;Chaco;22;Mayor Luis J Fontana;098;2697;13936;6812;116;4;23565
2013;Chaco;22;Mayor Luis J Fontana;098;2912;15343;7759;634;4;26652
2014;Chaco;22;Mayor Luis J Fontana;098;3011;16239;863;836;19;28735
2015;Chaco;22;Mayor Luis J Fontana;098;292;17328;8605;1004;85;29942
2016;Chaco;22;Mayor Luis J Fontana;098;2884;17423;8824;1135;119;30385
2017;Chaco;22;Mayor Luis J Fontana;098;2968;18008;91;1264;133;31473
2018;Chaco;22;Mayor Luis J Fontana;098;3216;17155;8287;1286;234;30178
2019;Chaco;22;Mayor Luis J Fontana;098;3095;17445;8597;1563;236;30936
2008;Chaco;22;9 de Julio;105;1411;5387;1485;;;8283
2009;Chaco;22;9 de Julio;105;2181;5358;126;6;78;8883
2010;Chaco;22;9 de Julio;105;1574;4999;818;;32;7423
2011;Chaco;22;9 de Julio;105;2732;4591;465;2;24;7814
2012;Chaco;22;9 de Julio;105;2247;3943;1194;133;32;7549
2013;Chaco;22;9 de Julio;105;2208;4521;2029;257;283;9298
2014;Chaco;22;9 de Julio;105;1648;4314;1895;434;620;8911
2015;Chaco;22;9 de Julio;105;1793;3804;1811;686;796;889
2016;Chaco;22;9 de Julio;105;1859;382;1924;898;939;944
2017;Chaco;22;9 de Julio;105;1904;3752;1861;762;1011;929
2018;Chaco;22;9 de Julio;105;1936;3794;1827;767;1041;9365
2019;Chaco;22;9 de Julio;105;2003;3842;1843;810;1088;9586
2008;Chaco;22;O' Higgins;112;955;1746;391;;;3092
2009;Chaco;22;O' Higgins;112;794;1425;354;;;2573
2010;Chaco;22;O' Higgins;112;1049;1126;394;57;137;2763
2011;Chaco;22;O' Higgins;112;326;1397;158;;46;1927
2012;Chaco;22;O' Higgins;112;270;1904;538;35;;2747
2013;Chaco;22;O' Higgins;112;300;2293;980;55;198;3826
2014;Chaco;22;O' Higgins;112;295;2433;1074;68;266;4136
2015;Chaco;22;O' Higgins;112;292;2468;1851;73;277;4961
2016;Chaco;22;O' Higgins;112;278;2594;242;63;325;568
2017;Chaco;22;O' Higgins;112;265;269;2671;81;344;6051
2018;Chaco;22;O' Higgins;112;272;2754;2641;81;306;6054
2019;Chaco;22;O' Higgins;112;264;2402;2138;81;240;5125
2008;Chaco;22;Presidencia de La Plaza;119;12;487;315;;;2002
2009;Chaco;22;Presidencia de La Plaza;119;4289;938;476;;;5703
2010;Chaco;22;Presidencia de La Plaza;119;6117;452;86;45;;67
2011;Chaco;22;Presidencia de La Plaza;119;6129;612;147;45;;6933
2012;Chaco;22;Presidencia de La Plaza;119;3515;795;150;127;120;4707
2013;Chaco;22;Presidencia de La Plaza;119;262;2964;1527;134;137;7382
2014;Chaco;22;Presidencia de La Plaza;119;2401;2814;1543;134;137;7029
2015;Chaco;22;Presidencia de La Plaza;119;2298;3077;1642;134;139;729
2016;Chaco;22;Presidencia de La Plaza;119;2436;3051;1651;134;140;7412
2017;Chaco;22;Presidencia de La Plaza;119;1662;6407;3296;206;140;11711
2018;Chaco;22;Presidencia de La Plaza;119;1323;627;3183;208;159;11143
2019;Chaco;22;Presidencia de La Plaza;119;1244;657;349;194;160;11658
2008;Chaco;22;1 de Mayo;126;220;864;362;;;1446
2009;Chaco;22;1 de Mayo;126;136;1055;327;;;1518
2010;Chaco;22;1 de Mayo;126;182;988;311;;;1481
2011;Chaco;22;1 de Mayo;126;219;1151;362;;;1732
2012;Chaco;22;1 de Mayo;126;229;1088;394;;;1711
2013;Chaco;22;1 de Mayo;126;238;1294;544;11;10;2097
2014;Chaco;22;1 de Mayo;126;247;1338;640;11;25;2261
2015;Chaco;22;1 de Mayo;126;209;1252;617;11;24;2113
2016;Chaco;22;1 de Mayo;126;261;135;641;11;39;2302
2017;Chaco;22;1 de Mayo;126;250;1363;660;11;38;2322
2018;Chaco;22;1 de Mayo;126;266;1372;567;6;103;2314
2019;Chaco;22;1 de Mayo;126;269;1331;585;10;115;231
2008;Chaco;22;Quitilipi;133;3386;3353;165;;;8389
2009;Chaco;22;Quitilipi;133;2348;3314;1516;;;7178
2010;Chaco;22;Quitilipi;133;4982;2206;1145;;1;8334
2011;Chaco;22;Quitilipi;133;4559;3139;1543;40;1;9282
2012;Chaco;22;Quitilipi;133;3203;3753;1707;40;20;8723
2013;Chaco;22;Quitilipi;133;2422;4401;2046;40;61;897
2014;Chaco;22;Quitilipi;133;2295;4743;2454;44;94;963
2015;Chaco;22;Quitilipi;133;2263;5358;2457;44;107;10229
2016;Chaco;22;Quitilipi;133;2255;5626;274;44;82;10747
2017;Chaco;22;Quitilipi;133;2264;5795;2749;44;93;10945
2018;Chaco;22;Quitilipi;133;2269;5732;2759;75;89;10924
2019;Chaco;22;Quitilipi;133;2301;5933;2931;75;75;11315
2008;Chaco;22;San Fernando;140;3387;518;234;;;8801
2009;Chaco;22;San Fernando;140;359;6929;219;;10;10748
2010;Chaco;22;San Fernando;140;2505;7251;400;;50;10206
2011;Chaco;22;San Fernando;140;314;9137;417;;74;12768
2012;Chaco;22;San Fernando;140;5133;11054;697;;142;17026
2013;Chaco;22;San Fernando;140;4386;12132;1014;26;205;17763
2014;Chaco;22;San Fernando;140;3939;11529;1025;31;211;16735
2015;Chaco;22;San Fernando;140;3787;11525;1162;34;214;16722
2016;Chaco;22;San Fernando;140;4339;11184;1393;40;356;17312
2017;Chaco;22;San Fernando;140;4108;10914;122;48;424;16714
2018;Chaco;22;San Fernando;140;3402;10679;1432;43;1021;16577
2019;Chaco;22;San Fernando;140;3208;10429;1581;58;116;16436
2008;Chaco;22;San Lorenzo;147;2301;13428;5568;;;21297
2009;Chaco;22;San Lorenzo;147;3067;13128;6593;;;22788
2010;Chaco;22;San Lorenzo;147;3362;12246;4887;;11;20506
2011;Chaco;22;San Lorenzo;147;3123;1344;7681;5;;24249
2012;Chaco;22;San Lorenzo;147;2849;15212;7874;25;;2596
2013;Chaco;22;San Lorenzo;147;2518;16128;8384;179;51;2726
2014;Chaco;22;San Lorenzo;147;2521;17408;9565;221;106;29821
2015;Chaco;22;San Lorenzo;147;2539;17696;8745;206;116;29302
2016;Chaco;22;San Lorenzo;147;2528;17943;9665;233;151;3052
2017;Chaco;22;San Lorenzo;147;2475;17424;9041;270;157;29367
2018;Chaco;22;San Lorenzo;147;2418;16314;7841;307;171;27051
2019;Chaco;22;San Lorenzo;147;2482;16691;8796;322;174;28465
2008;Chaco;22;Sargento Cabral;154;1581;909;101;;;2591
2009;Chaco;22;Sargento Cabral;154;2381;1404;168;;27;398
2010;Chaco;22;Sargento Cabral;154;2278;2551;145;;;4974
2011;Chaco;22;Sargento Cabral;154;2581;2633;332;;141;5687
2012;Chaco;22;Sargento Cabral;154;2727;3478;532;;178;6915
2013;Chaco;22;Sargento Cabral;154;2932;5115;769;;105;8921
2014;Chaco;22;Sargento Cabral;154;3016;5594;847;1;118;9576
2015;Chaco;22;Sargento Cabral;154;3566;6201;903;1;117;10788
2016;Chaco;22;Sargento Cabral;154;3392;6197;911;;117;10617
2017;Chaco;22;Sargento Cabral;154;3466;6831;1122;1;87;11507
2018;Chaco;22;Sargento Cabral;154;356;7334;1423;1;98;12416
2019;Chaco;22;Sargento Cabral;154;3286;7321;1772;1;79;12459
2008;Chaco;22;Tapenaga;161;2977;58;896;;;9673
2009;Chaco;22;Tapenaga;161;3045;8049;305;20;20;14184
2010;Chaco;22;Tapenaga;161;2601;778;3914;205;27;14527
2011;Chaco;22;Tapenaga;161;2893;8676;3663;86;12;1533
2012;Chaco;22;Tapenaga;161;2417;11339;4197;159;2;18114
2013;Chaco;22;Tapenaga;161;1714;11677;4908;98;156;18553
2014;Chaco;22;Tapenaga;161;184;11897;4923;115;156;18931
2015;Chaco;22;Tapenaga;161;1757;10892;4201;178;172;172
2016;Chaco;22;Tapenaga;161;1758;10311;4368;203;158;16798
2017;Chaco;22;Tapenaga;161;2289;9819;4056;200;153;16517
2018;Chaco;22;Tapenaga;161;1432;9723;3655;169;249;15228
2019;Chaco;22;Tapenaga;161;1274;8983;3858;180;222;14517
2008;Chaco;22;25 de Mayo;168;4817;11997;2835;;;19649
2009;Chaco;22;25 de Mayo;168;3295;12185;3042;;;18522
2010;Chaco;22;25 de Mayo;168;7374;11858;2391;;;21623
2011;Chaco;22;25 de Mayo;168;542;14348;2033;;1;21802
2012;Chaco;22;25 de Mayo;168;4362;16755;2518;;173;23808
2013;Chaco;22;25 de Mayo;168;4184;19447;3174;17;611;27433
2014;Chaco;22;25 de Mayo;168;3002;19002;3107;41;766;25918
2015;Chaco;22;25 de Mayo;168;3064;20349;3245;41;715;27414
2016;Chaco;22;25 de Mayo;168;3857;20481;3318;55;726;28437
2017;Chaco;22;25 de Mayo;168;2722;20805;354;116;768;27951
2018;Chaco;22;25 de Mayo;168;2679;19133;3766;101;764;26443
2019;Chaco;22;25 de Mayo;168;272;18715;408;103;810;26428
2008;Chubut;26;Biedma;007;119;70;;;;189
2009;Chubut;26;Biedma;007;144;70;;;;214
2010;Chubut;26;Biedma;007;163;70;;;;233
2011;Chubut;26;Biedma;007;163;70;;;;233
2012;Chubut;26;Biedma;007;194;;;;;194
2013;Chubut;26;Biedma;007;169;;;;;169
2014;Chubut;26;Biedma;007;32;161;;1;78;272
2015;Chubut;26;Biedma;007;14;206;130;1;22;373
2016;Chubut;26;Biedma;007;13;156;76;1;22;268
2017;Chubut;26;Biedma;007;11;126;47;1;48;233
2018;Chubut;26;Biedma;007;10;128;;1;136;275
2019;Chubut;26;Biedma;007;7;70;80;1;69;227
2008;Chubut;26;Cushamen;014;50046;2768;542;;;53356
2009;Chubut;26;Cushamen;014;49561;217;367;;;52098
2010;Chubut;26;Cushamen;014;47371;1691;141;;;49203
2011;Chubut;26;Cushamen;014;49569;1741;191;;;51501
2012;Chubut;26;Cushamen;014;48015;1828;234;;;50077
2013;Chubut;26;Cushamen;014;42527;4226;727;213;312;48005
2014;Chubut;26;Cushamen;014;35666;6652;1152;592;1121;45183
2015;Chubut;26;Cushamen;014;30113;10446;1646;756;3002;45963
2016;Chubut;26;Cushamen;014;21559;17098;4873;1396;5733;50659
2017;Chubut;26;Cushamen;014;19484;18664;5004;1288;6402;50842
2018;Chubut;26;Cushamen;014;17413;20827;5146;1597;6726;51709
2019;Chubut;26;Cushamen;014;15648;20546;507;1657;6715;49636
2008;Chubut;26;Escalante;021;1114;68;;;;1182
2009;Chubut;26;Escalante;021;1064;68;;;;1132
2010;Chubut;26;Escalante;021;1157;68;;;;1225
2011;Chubut;26;Escalante;021;973;68;;;;1041
2012;Chubut;26;Escalante;021;951;70;;;;1021
2013;Chubut;26;Escalante;021;955;129;25;;;1109
2014;Chubut;26;Escalante;021;944;115;25;;;1084
2015;Chubut;26;Escalante;021;674;464;25;33;100;1296
2016;Chubut;26;Escalante;021;264;887;54;24;86;1315
2017;Chubut;26;Escalante;021;322;939;77;23;4;1365
2018;Chubut;26;Escalante;021;222;848;75;23;19;1187
2019;Chubut;26;Escalante;021;322;803;65;33;7;123
2008;Chubut;26;Florentino Ameghino;028;151;1;;;;152
2009;Chubut;26;Florentino Ameghino;028;151;1;;;;152
2010;Chubut;26;Florentino Ameghino;028;212;21;;;;233
2011;Chubut;26;Florentino Ameghino;028;215;46;15;;;276
2012;Chubut;26;Florentino Ameghino;028;238;126;32;20;;416
2013;Chubut;26;Florentino Ameghino;028;45;159;17;20;;241
2014;Chubut;26;Florentino Ameghino;028;4;139;17;20;;180
2015;Chubut;26;Florentino Ameghino;028;4;142;17;20;;183
2016;Chubut;26;Florentino Ameghino;028;4;142;17;20;;183
2017;Chubut;26;Florentino Ameghino;028;4;142;17;30;;193
2018;Chubut;26;Florentino Ameghino;028;4;142;17;30;;193
2019;Chubut;26;Florentino Ameghino;028;4;110;17;20;32;183
2008;Chubut;26;Futaleufu;035;104;267;344;;;1651
2009;Chubut;26;Futaleufu;035;1004;267;114;;;1385
2010;Chubut;26;Futaleufu;035;976;250;114;;;134
2011;Chubut;26;Futaleufu;035;1408;250;114;;;1772
2012;Chubut;26;Futaleufu;035;1711;250;309;;;227
2013;Chubut;26;Futaleufu;035;1381;302;304;2;;1989
2014;Chubut;26;Futaleufu;035;1151;355;304;7;;1817
2015;Chubut;26;Futaleufu;035;743;559;163;15;142;1622
2016;Chubut;26;Futaleufu;035;252;774;233;11;129;1399
2017;Chubut;26;Futaleufu;035;198;772;177;2;147;1296
2018;Chubut;26;Futaleufu;035;119;577;156;12;169;1033
2019;Chubut;26;Futaleufu;035;96;501;120;12;214;943
2008;Chubut;26;Gaiman;042;128;5;256;;;389
2009;Chubut;26;Gaiman;042;128;5;256;;;389
2010;Chubut;26;Gaiman;042;128;5;256;;;389
2011;Chubut;26;Gaiman;042;106;5;256;;;367
2012;Chubut;26;Gaiman;042;311;170;256;;110;847
2013;Chubut;26;Gaiman;042;511;20;256;;2;789
2014;Chubut;26;Gaiman;042;498;20;258;;;776
2015;Chubut;26;Gaiman;042;503;30;270;;1;804
2016;Chubut;26;Gaiman;042;503;55;270;;11;839
2017;Chubut;26;Gaiman;042;504;75;270;3;73;925
2018;Chubut;26;Gaiman;042;186;255;358;3;143;945
2019;Chubut;26;Gaiman;042;138;291;373;3;148;953
2008;Chubut;26;Gastre;049;30579;5391;2565;;;38535
2009;Chubut;26;Gastre;049;30218;5264;2409;140;340;38371
2010;Chubut;26;Gastre;049;27911;5237;2553;195;381;36277
2011;Chubut;26;Gastre;049;26742;6057;2487;220;643;36149
2012;Chubut;26;Gastre;049;22683;8218;2257;933;125;35341
2013;Chubut;26;Gastre;049;19353;9409;2545;1696;1034;34037
2014;Chubut;26;Gastre;049;14839;10394;2283;1779;147;30765
2015;Chubut;26;Gastre;049;13231;10781;2596;1434;2296;30338
2016;Chubut;26;Gastre;049;12827;11483;2377;1584;3021;31292
2017;Chubut;26;Gastre;049;11853;11691;1808;2039;3086;30477
2018;Chubut;26;Gastre;049;10844;11728;2021;206;3358;30011
2019;Chubut;26;Gastre;049;9213;11597;2039;235;2704;27903
2008;Chubut;26;Languiñeo;056;1509;1048;767;;;16905
2009;Chubut;26;Languiñeo;056;11899;908;521;;;13328
2010;Chubut;26;Languiñeo;056;1729;295;20;;;17605
2011;Chubut;26;Languiñeo;056;17727;495;20;;;18242
2012;Chubut;26;Languiñeo;056;15681;1282;226;51;103;17343
2013;Chubut;26;Languiñeo;056;11386;3577;658;75;277;15973
2014;Chubut;26;Languiñeo;056;10769;3857;715;92;299;15732
2015;Chubut;26;Languiñeo;056;10258;4703;856;145;391;16353
2016;Chubut;26;Languiñeo;056;6386;5088;1158;318;560;1351
2017;Chubut;26;Languiñeo;056;5757;5948;127;368;745;14088
2018;Chubut;26;Languiñeo;056;4426;6704;1476;631;912;14149
2019;Chubut;26;Languiñeo;056;2612;7366;171;677;1073;13438
2008;Chubut;26;Martires;063;3938;7;61;;;4006
2009;Chubut;26;Martires;063;3846;442;64;;;4352
2010;Chubut;26;Martires;063;3109;817;72;3;300;4301
2011;Chubut;26;Martires;063;2145;1739;321;20;453;4678
2012;Chubut;26;Martires;063;3538;1834;336;350;203;6261
2013;Chubut;26;Martires;063;334;1914;322;338;183;6097
2014;Chubut;26;Martires;063;2753;1703;218;411;134;5219
2015;Chubut;26;Martires;063;2488;169;233;417;134;4962
2016;Chubut;26;Martires;063;1762;1451;305;432;35;3985
2017;Chubut;26;Martires;063;1343;1638;332;363;239;3915
2018;Chubut;26;Martires;063;1339;1599;322;343;129;3732
2019;Chubut;26;Martires;063;1179;1366;106;345;151;3147
2008;Chubut;26;Paso de Indios;070;6121;935;203;;;7259
2009;Chubut;26;Paso de Indios;070;7368;1255;520;;;9143
2010;Chubut;26;Paso de Indios;070;6771;2315;553;60;252;9951
2011;Chubut;26;Paso de Indios;070;756;2364;530;110;262;10826
2012;Chubut;26;Paso de Indios;070;8479;2384;530;110;247;1175
2013;Chubut;26;Paso de Indios;070;6983;2994;559;157;277;1097
2014;Chubut;26;Paso de Indios;070;6737;326;597;189;312;11095
2015;Chubut;26;Paso de Indios;070;6119;3332;641;209;361;10662
2016;Chubut;26;Paso de Indios;070;5625;3737;697;247;497;10803
2017;Chubut;26;Paso de Indios;070;4883;368;682;306;354;9905
2018;Chubut;26;Paso de Indios;070;439;358;727;270;446;9413
2019;Chubut;26;Paso de Indios;070;4341;3585;727;272;450;9375
2008;Chubut;26;Rawson;077;682;52;120;;;854
2009;Chubut;26;Rawson;077;671;52;120;;;843
2010;Chubut;26;Rawson;077;384;237;316;;;937
2011;Chubut;26;Rawson;077;517;237;316;;;107
2012;Chubut;26;Rawson;077;527;237;316;;;108
2013;Chubut;26;Rawson;077;527;235;356;;;1118
2014;Chubut;26;Rawson;077;525;247;356;;;1128
2015;Chubut;26;Rawson;077;406;429;414;;22;1271
2016;Chubut;26;Rawson;077;406;689;479;;42;1616
2017;Chubut;26;Rawson;077;310;581;479;;99;1469
2018;Chubut;26;Rawson;077;313;606;445;;220;1584
2019;Chubut;26;Rawson;077;315;687;445;;235;1682
2008;Chubut;26;Rio Senguer;084;2313;;;;;2313
2009;Chubut;26;Rio Senguer;084;1972;;;;;1972
2010;Chubut;26;Rio Senguer;084;2288;;;;;2288
2011;Chubut;26;Rio Senguer;084;1871;;;;;1871
2012;Chubut;26;Rio Senguer;084;1673;171;102;24;61;2031
2013;Chubut;26;Rio Senguer;084;1151;422;149;36;61;1819
2014;Chubut;26;Rio Senguer;084;109;444;149;36;101;182
2015;Chubut;26;Rio Senguer;084;1011;341;101;36;81;157
2016;Chubut;26;Rio Senguer;084;358;810;80;61;64;1373
2017;Chubut;26;Rio Senguer;084;324;951;80;64;71;149
2018;Chubut;26;Rio Senguer;084;325;938;80;52;77;1472
2019;Chubut;26;Rio Senguer;084;321;693;85;58;54;1211
2008;Chubut;26;Sarmiento;091;1352;1093;229;;;2674
2009;Chubut;26;Sarmiento;091;2234;1443;229;;;3906
2010;Chubut;26;Sarmiento;091;2654;1443;199;;;4296
2011;Chubut;26;Sarmiento;091;3364;1895;359;;;5618
2012;Chubut;26;Sarmiento;091;3438;1864;359;;;5661
2013;Chubut;26;Sarmiento;091;3022;1514;359;;;4895
2014;Chubut;26;Sarmiento;091;1832;2063;393;28;150;4466
2015;Chubut;26;Sarmiento;091;1837;2048;373;28;132;4418
2016;Chubut;26;Sarmiento;091;1563;223;416;77;115;4401
2017;Chubut;26;Sarmiento;091;572;2419;419;79;118;3607
2018;Chubut;26;Sarmiento;091;559;2512;487;80;118;3756
2019;Chubut;26;Sarmiento;091;530;218;350;79;120;3259
2008;Chubut;26;Tehuelches;098;1477;937;340;;;2754
2009;Chubut;26;Tehuelches;098;1799;937;320;;;3056
2010;Chubut;26;Tehuelches;098;1792;934;320;;;3046
2011;Chubut;26;Tehuelches;098;1676;834;264;;;2774
2012;Chubut;26;Tehuelches;098;892;187;104;;;1183
2013;Chubut;26;Tehuelches;098;730;271;104;;9;1114
2014;Chubut;26;Tehuelches;098;516;291;103;;9;919
2015;Chubut;26;Tehuelches;098;470;298;115;;27;910
2016;Chubut;26;Tehuelches;098;470;268;118;;32;888
2017;Chubut;26;Tehuelches;098;413;266;75;;52;806
2018;Chubut;26;Tehuelches;098;332;256;65;;34;687
2019;Chubut;26;Tehuelches;098;223;249;115;;30;617
2008;Chubut;26;Telsen;105;12226;2056;1078;;;1536
2009;Chubut;26;Telsen;105;11262;1944;976;;;14182
2010;Chubut;26;Telsen;105;10807;2079;921;;48;13855
2011;Chubut;26;Telsen;105;10439;2087;901;;60;13487
2012;Chubut;26;Telsen;105;7078;3184;586;131;683;11662
2013;Chubut;26;Telsen;105;3882;4614;872;437;789;10594
2014;Chubut;26;Telsen;105;2959;5439;1015;506;822;10741
2015;Chubut;26;Telsen;105;191;5683;1038;534;750;9915
2016;Chubut;26;Telsen;105;1719;4976;1138;530;701;9064
2017;Chubut;26;Telsen;105;1396;5919;1255;552;745;9867
2018;Chubut;26;Telsen;105;1439;5957;1148;533;1219;10296
2019;Chubut;26;Telsen;105;1445;5749;1043;555;1304;10096
2009;Ciudad Autonoma de Buenos Aires;02;Ciudad Autonoma de Buenos Aires;010;15;24;;;;39
2010;Ciudad Autonoma de Buenos Aires;02;Ciudad Autonoma de Buenos Aires;010;18;18;;;;36
2011;Ciudad Autonoma de Buenos Aires;02;Ciudad Autonoma de Buenos Aires;010;16;;;;;16
2012;Ciudad Autonoma de Buenos Aires;02;Ciudad Autonoma de Buenos Aires;010;3;3;;;;6
2013;Ciudad Autonoma de Buenos Aires;02;Ciudad Autonoma de Buenos Aires;010;2;3;;;;5
2014;Ciudad Autonoma de Buenos Aires;02;Ciudad Autonoma de Buenos Aires;010;2;22;;;;24
2015;Ciudad Autonoma de Buenos Aires;02;Ciudad Autonoma de Buenos Aires;010;71;99;;;;170
2016;Ciudad Autonoma de Buenos Aires;02;Ciudad Autonoma de Buenos Aires;010;80;96;3;;;179
2017;Ciudad Autonoma de Buenos Aires;02;Ciudad Autonoma de Buenos Aires;010;80;112;3;;;195
2018;Ciudad Autonoma de Buenos Aires;02;Ciudad Autonoma de Buenos Aires;010;79;110;3;;;192
2019;Ciudad Autonoma de Buenos Aires;02;Ciudad Autonoma de Buenos Aires;010;4;22;;;;26
2008;Cordoba;14;Calamuchita;007;4102;3779;232;;;8113
2009;Cordoba;14;Calamuchita;007;3078;3506;44;;;6628
2010;Cordoba;14;Calamuchita;007;1994;3296;25;6;;5321
2011;Cordoba;14;Calamuchita;007;1678;3135;48;14;7;4882
2012;Cordoba;14;Calamuchita;007;1664;3363;57;14;58;5156
2013;Cordoba;14;Calamuchita;007;1664;3858;184;16;72;5794
2014;Cordoba;14;Calamuchita;007;1654;4082;237;16;108;6097
2015;Cordoba;14;Calamuchita;007;1666;4453;297;16;92;6524
2016;Cordoba;14;Calamuchita;007;1219;5477;646;22;289;7653
2017;Cordoba;14;Calamuchita;007;1203;5797;815;27;312;8154
2018;Cordoba;14;Calamuchita;007;1157;6164;956;22;350;8649
2019;Cordoba;14;Calamuchita;007;1132;6488;1037;35;426;9118
2008;Cordoba;14;Capital;014;258;62;29;;;349
2009;Cordoba;14;Capital;014;52;332;70;;;454
2010;Cordoba;14;Capital;014;339;329;85;;;753
2011;Cordoba;14;Capital;014;69;328;47;;;444
2012;Cordoba;14;Capital;014;54;370;26;;;450
2013;Cordoba;14;Capital;014;41;412;146;;175;774
2014;Cordoba;14;Capital;014;40;438;128;;175;781
2015;Cordoba;14;Capital;014;50;392;247;;49;738
2016;Cordoba;14;Capital;014;49;394;249;;49;741
2017;Cordoba;14;Capital;014;40;385;236;;47;708
2018;Cordoba;14;Capital;014;48;534;242;;47;871
2019;Cordoba;14;Capital;014;46;521;261;;47;875
2008;Cordoba;14;Colon;021;318;741;368;;;1427
2009;Cordoba;14;Colon;021;525;698;20;;;1243
2010;Cordoba;14;Colon;021;450;1013;20;;;1483
2011;Cordoba;14;Colon;021;621;1179;20;;;182
2012;Cordoba;14;Colon;021;484;858;20;;1;1363
2013;Cordoba;14;Colon;021;527;918;55;5;9;1514
2014;Cordoba;14;Colon;021;540;965;181;5;20;1711
2015;Cordoba;14;Colon;021;543;929;198;25;50;1745
2016;Cordoba;14;Colon;021;524;981;209;25;78;1817
2017;Cordoba;14;Colon;021;527;1037;237;13;70;1884
2018;Cordoba;14;Colon;021;588;1132;257;14;70;2061
2019;Cordoba;14;Colon;021;586;1176;287;13;72;2134
2008;Cordoba;14;Cruz del Eje;028;2423;18393;981;;;21797
2009;Cordoba;14;Cruz del Eje;028;3283;18384;1757;;;23424
2010;Cordoba;14;Cruz del Eje;028;1236;16129;1231;;;18596
2011;Cordoba;14;Cruz del Eje;028;835;12726;1095;1;;14657
2012;Cordoba;14;Cruz del Eje;028;1053;13086;1146;;;15285
2013;Cordoba;14;Cruz del Eje;028;912;13596;1478;;;15986
2014;Cordoba;14;Cruz del Eje;028;949;14785;1969;4;29;17736
2015;Cordoba;14;Cruz del Eje;028;891;14141;2212;4;184;17432
2016;Cordoba;14;Cruz del Eje;028;897;14545;2285;4;525;18256
